,cid,peak_ra,peak_decl,nepoch,official_name,type_dr,smp_peakmag_r,smp_mjd_peakmag_r,smp_nepoch_snr5_r,n_SNspec,n_GALspec,z_best_with_BOSS_HELIO,z_best_err_with_BOSS_HELIO,z_best_with_BOSS_CMB,z_best_err_with_BOSS_CMB,x0,x0err,x1,x1err,c,cerr,pkmjd,pkmjderr,mu,muerr,fitprob,chi2,ndof,delta,deltaerr,av,averr,pkmjd.1,pkmjderr.1,mu.1,muerr.1,fitprob.1,chi2.1,ndof.1,pz_ia,ztp1A_logprob,ztp1A_lc_quality,pz_ibc,ztp1BC_logprob,ztp1BC_lc_quality,pz_ii,ztp2_logprob,ztp2_lc_quality,Nnnz,Pnnz_Ia,Pnnz_Ibc,Pnnz_II,ztp1a_z_moment1,ztp1a_z_moment2),ztp1a_dm_moment1,ztp1a_dm_moment2),ztp1a_av_moment1,ztp1a_av_moment2),ztp1a_tmax_moment1,ztp1a_tmax_moment2),ztp1bc_dm15,ztp2_dm15,x0.1,x0err.1,x1.1,x1err.1,c.1,cerr.1,pkmjd.2,pkmjderr.2,zphot,zphoterr,fitprob.2,chi2.2,ndof.2,p_ia,tp1A_logprob,tp1A_lc_quality,p_ibc,tp1BC_logprob,tp1BC_lc_quality,p_ii,tp2_logprob,tp2_lc_quality,Nnn,Pnn_Ia,Pnn_Ibc,Pnn_II,tp1a_z_moment1,tp1a_z_moment2),tp1a_dm_moment1,tp1a_dm_moment2),tp1a_av_moment1,tp1a_av_moment2),tp1a_tmax_moment1,tp1a_tmax_moment2),tp1bc_dm15,tp2_dm15,host_objid_dr8,ra,decl,host_sep_DR8,host_DLR_DR8,z,zErr,z.1,zErr.1,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,logMass_Ravi,logMass_lo_Ravi,logMass_hi_Ravi,logSSFR_Ravi,logSSFR_lo_Ravi,logSSFR_hi_Ravi,age_Ravi,age_lo_Ravi,age_hi_Ravi,minredchi2_Ravi,logMass_Mat,logMass_lo_Mat,logMass_hi_Mat,logSFR_Mat,logSFR_lo_Mat,logSFR_hi_Mat,age_Mat,minchi2_Mat,dr_notes,is_snia,is_snii,is_snib,is_uk
1720,3888,7.483714999999999,-0.45542200000000005,13,\N,zSNII,21.083000000000002,53644.3,12,0,0,0.118243,1e-05,0.116951,1e-05,4.769e-05,2.84e-06,2.7275,0.5546,0.4465,0.048,53642.5,0.53,39.9775,0.234,0.071,73.4,57,-0.7589,0.0575,1.2862,0.0998,53639.1,0.58,39.9143,0.1199,0.0251,120.4,92,1.0000,-0.84770,63,0.0000,-3.43890,63,0.0000,-12.47760,63,\N,\N,\N,\N,0.12455,0.0170293862576419,0.65400,0.0419523540906386,1.69700,0.291993144362295,53644.590,0.589915239662801,2.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9997,-0.00520,63,0.0003,-0.12320,63,0.0000,-3.87940,63,177,0.6215,0.2542,0.1243,0.34709,0.0184390888789776,0.68500,0.0470106377772521,0.47300,0.107981481325957,53646.750,0.609918034510775,304.00,301.00,1237657190371622999,7.4836311340,-0.4556706250,0.74990,0.35066,0.091649,0.02079,0.0958912,0.0273958,18.8354,0.0367658,18.0077,0.00827839,17.7256,0.00910264,17.4618,0.0101646,17.4326,0.0337202,9.9989,9.9629,10.0315,-10.1160,-10.1624,-10.0766,3.1950,2.9200,4.0694,2.4321,10.0430,9.8900,10.1710,0.9810,0.5640,1.1540,2.5000,103.0000,\N,0,1,0,0
1721,3889,7.688910000000001,-0.43838999999999995,5,\N,zSNIa,21.761999999999997,53637.3,6,0,0,0.22929699999999997,1.1e-05,0.22787800000000002,1.1e-05,2.8497e-05,2.11e-06,1.0061,0.7506,0.3503,0.063,53634.6,0.93,40.5065,0.2642,1,24,60,-0.2243,0.2136,1.1051,0.2232,53633.9,1.09,40.3873,0.1773,0.962,56.5,77,1.0000,0.00000,59,0.0000,-0.00480,63,0.0000,-0.69460,63,\N,\N,\N,\N,0.21662,0.0342052619486748,0.86200,0.108995413306669,1.57200,0.35000000340598,53633.629,0.989949503294732,1.00,1.00,2.8203e-05,3.02e-06,1.2501,0.8806,0.3361,0.1342,53634.8,1.28,0.2491,0.0628,0.998,20.9,43,0.9999,0.00000,59,0.0001,-0.00040,63,0.0000,-0.09370,63,147,0.8776,0.0612,0.0612,0.22614,0.0353553386642007,0.85800,0.107981481325957,1.57400,0.340998529221979,53633.852,1.07004671903918,303.00,301.00,1237657190371689326,7.6888704300,-0.4380734265,1.18049,1.13061,0.051219,0.035402,0.0666633,0.0532225,21.7853,0.296474,20.7333,0.0492129,20.1903,0.0458856,19.9148,0.0511854,19.6386,0.147822,9.8107,9.7228,9.9103,-10.1259,-10.2561,-9.9995,3.3266,2.3593,4.8973,0.6091,9.8770,9.5220,10.0330,0.6280,0.1060,0.6500,3.5000,4.1600,\N,1,0,0,0
1722,3892,18.686170999999998,-0.45209099999999997,6,\N,Variable,21.639,53641.4,3,0,0,0.350271,5.9999999999999995e-05,0.348848,5.9999999999999995e-05,2.9905e-05,1.9e-06,-0.6036,0.7931,-0.0031,0.059,53643.7,1,41.1966,0.2722,0.0349,102.1,78,0.0078,0.2024,0.3064,0.1956,53643.4,0.9,41.3264,0.2242,0.0785,97.4,79,0.9998,-0.56540,63,0.0002,-1.20480,63,0.0000,-2.35360,63,\N,\N,\N,\N,0.26194,0.0560357022616196,1.21400,0.146013698983591,0.91000,0.448998886704923,53642.141,1.10000001733953,1.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9998,-0.48950,63,0.0002,-1.02370,63,0.0000,-2.36960,63,118,0.8898,0.0508,0.0593,0.08515,0.0118321597242118,1.32500,0.148996642717359,1.67900,0.293001707130641,53640.270,0.779743535048337,303.00,301.00,1237666338653012151,18.6864490509,-0.4518178403,1.32548,1.21136,0.340331,0.02271,0.341304,0.0529413,22.2627,0.415735,20.3296,0.0347678,18.6224,0.0132229,18.0377,0.0104529,17.6781,0.0244153,11.5853,11.4563,11.6717,-14.5851,-28.6598,-11.9442,4.8069,3.4085,6.8069,0.3223,11.3640,11.3600,11.3670,-99.0000,-99.0000,-99.0000,4.0000,1.1400,\N,0,0,0,0
1723,3894,11.569519999999999,0.046987,5,\N,AGN,22.206,53705.2,1,0,0,0.4531,4.2e-05,0.45146499999999995,4.2e-05,2.0042e-05,1.43e-06,5,1.1411,-0.0275,0.067,53690.3,0.89,42.7425,0.3517,2.24e-05,80,35,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-2.38930,60,0.0000,-6.93550,60,0.0000,-7.43300,60,150,0.3867,0.0733,0.5400,0.23413,0.041593268904261,0.62700,0.0379473322096587,0.87600,0.346005776033259,53692.391,1.20000002384186,304.00,301.00,2.0794e-05,1.59e-06,5,1.7661,0.0861,0.1234,53691.1,0.2,0.2429,0.0048,0.00949,39.1,21,0.9750,-0.40670,60,0.0001,-1.91360,62,0.0249,-0.93930,63,137,0.3723,0.2117,0.4161,0.24102,0.041109608930189,0.62800,0.0370135104316917,0.89900,0.335007466902003,53692.391,1.1601723820756,304.00,302.00,1237663784202469811,11.5695114136,0.0469776802,0.15096,0.18371,0.565277,0.154246,0.428869,0.262988,21.6765,0.153293,20.8418,0.0346578,20.2252,0.0288112,19.5039,0.0222795,19.2324,0.0672804,11.0458,10.9881,11.0463,-10.5253,-99.0000,-99.0000,6.1151,-99.0000,-99.0000,10.4695,11.1810,10.5190,11.2300,1.2020,0.0510,1.4770,9.0000,73.6300,\N,0,0,0,0
1726,3900,13.817144,0.095174,5,\N,Variable,20.918000000000003,53679.3,4,0,0,0.043401,1e-05,0.042248,1e-05,3.7419e-05,4.92e-06,5,0.1805,0.5347,0.1191,53640.3,0.03,40.3942,0.2965,3.25e-16,152.1,36,-0.7645,0.0751,1.9534,0.1953,53633,0.89,39.1979,0.2074,2.8026e-44,374.4,67,0.0000,-50.32510,51,0.0000,-43.83860,51,1.0000,-38.63260,59,\N,\N,\N,\N,0.04147,0.00836660037707252,0.60500,0.00774596659457504,2.72000,0.41799522030872,53612.469,2.17990822170143,1.00,2.00,3.5274e-05,3.21e-06,5,0.2069,0.5899,0.059,53640.3,0.02,0,0.0085,5.56e-17,148.8,32,0.0000,-52.22260,51,0.0079,-40.10350,51,0.9921,-39.37880,59,61,0.0000,0.0000,1.0000,0.02602,0.00316227762022545,0.60400,0.0063245552404509,3.00000,0,53617.852,0.949736810918467,303.00,302.00,1237663784203452641,13.8172540665,0.0950481817,0.64921,0.45352,0.043442,0.017701,0.0547814,0.0187374,18.4575,0.0235077,16.7079,0.00395826,15.9626,0.00351301,15.604,0.00353056,15.3052,0.0064371,10.3708,10.3162,10.4326,-14.8373,-38.6066,-12.0703,7.1995,5.6973,9.1976,0.9502,10.1370,10.1230,10.1500,-99.0000,-99.0000,-99.0000,3.5000,295.0000,\N,0,0,0,0
1727,3901,14.850435000000001,0.002595,28,2005ho,SNIa,18.003,53663.3,29,2,1,0.062861,8e-06,0.061697,8e-06,0.0014431,3.58e-05,1.0115,0.1014,0.032,0.0182,53656.8,0.11,37.1774,0.1786,0.452,70.8,70,-0.3696,0.0294,0.2531,0.0322,53654,0.11,37.4261,0.0412,0.613,135.6,141,1.0000,-0.00390,63,0.0000,-154.20070,63,0.0000,-171.15550,63,\N,\N,\N,\N,0.05601,0.00316227762022545,0.91500,0.0199999997473788,0.48200,0.0840238073838311,53656.328,0.18973665552623,2.00,1.00,0.0013911,3.69e-05,1.0185,0.1172,0.036,0.0208,53656.9,0.14,0.0711,0.005,0.0991,84.5,69,1.0000,-0.00130,63,0.0000,-152.16119,63,0.0000,-171.70551,63,321,1.0000,0.0000,0.0000,0.06367,0.00316227762022545,0.91400,0.017888543594047,0.42000,0.085029407293919,53656.469,0.178885442448284,304.00,301.00,1237663784203911302,14.8504209518,0.0026241103,0.09765,0.03811,0.049957,0.018804,0.0545946,0.0231713,18.7945,0.0471688,17.3311,0.00702744,17.0915,0.00789324,16.8329,0.00853635,16.6823,0.0266949,9.7817,9.7656,9.7959,-10.1231,-10.1461,-10.1137,3.3379,3.2659,3.4561,10.3705,9.5600,9.4960,9.8320,0.0940,-0.0270,0.6970,0.9000,228.8000,\N,1,0,0,0
1728,3903,12.197332000000001,-0.564496,10,\N,Unknown,19.908,53704.2,14,0,0,0.044239999999999995,8e-06,0.043073,8e-06,6.4377e-05,7.7e-06,4.7355,1.0451,0.2742,0.0679,53609.6,0.1,40.5193,0.3205,0,544.6,21,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,-9.0000,-312.05899,19,-9.0000,-99.00000,63,-9.0000,-99.00000,51,\N,\N,\N,\N,0.43835,0.0479583157652193,0.70000,0.0560357022616196,-0.44000,0.333001503087566,53602.852,0.930053767013899,1.00,3.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-154.91010,3,0.0000,-99.00000,19,0.0000,-323.00519,3,-1,-1.0000,-1.0000,-1.0000,0.67452,0.00999999987368938,0.60000,0.0889943805575394,3.00000,0,53592.000,0,306.00,301.00,1237656971301683229,12.1990232468,-0.5640978813,6.27889,1.85578,0.070755,0.019683,0.0612691,0.0191827,17.5285,0.0228645,15.848,0.00336851,15.0932,0.00292038,14.6751,0.00291371,14.4126,0.00547773,10.8561,10.7360,10.9532,-11.2678,-15.6964,-10.5276,6.8560,4.9068,9.2281,0.2141,10.4920,10.4740,10.8850,-99.0000,-99.0000,-99.0000,3.5000,678.9000,\N,0,0,0,1
1729,3904,17.415956,0.063198,3,\N,Variable,22.252,53622.4,0,0,0,0.077895,1.4999999999999999e-05,0.07674199999999999,1.4999999999999999e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.1112,-27.22040,1,0.6626,-27.04290,1,0.2262,-27.05650,1,-1,-1.0000,-1.0000,-1.0000,0.42496,0.206494553394857,1.21700,0.380000000752901,2.69600,0.574003477680823,53572.871,3.70998651466078,304.00,302.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.3632,-27.01910,51,0.3917,-27.01910,19,0.2452,-27.02000,59,-1,-1.0000,-1.0000,-1.0000,0.36737,0.240603411622585,1.16900,0.387001300433781,3.00000,0,53623.070,7.74996775958831,304.00,305.00,1237663784205025427,17.4159641266,0.0630388558,0.74567,0.73957,0.079278,0.012711,0.0786459,0.0171694,19.4461,0.0428174,17.633,0.00588412,16.7521,0.00471028,16.3501,0.00452075,16.0265,0.00916287,10.6851,10.6130,10.7531,-14.4544,-36.6919,-11.8788,6.7597,5.6564,9.7566,0.1460,10.5280,10.4590,10.6280,-99.0000,-99.0000,-99.0000,4.0000,68.8000,\N,0,0,0,0
1732,3909,18.363312,0.152629,4,\N,Variable,20.618000000000002,53700.3,2,0,0,0.043117,7.000000000000001e-06,0.042012,7.000000000000001e-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-31.85700,12,0.0000,-51.10180,12,0.0000,-51.30100,12,\N,\N,\N,\N,0.02157,0.00707106772255038,0.67400,0.0779743560130653,3.00000,0,53718.441,0.560357038405352,2.00,4.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-33.31970,12,0.0000,-50.05260,4,0.0000,-50.42140,12,-1,-1.0000,-1.0000,-1.0000,0.02341,0.0089442717970235,0.67800,0.079999998989515,3.00000,0,53718.621,0.71972217325557,307.00,305.00,1237663784205418638,18.3633899689,0.1524808854,0.58809,0.07636,0.043019,0.016381,0.0506913,0.0141221,17.4644,0.020591,15.7344,0.00314632,14.9625,0.00272268,14.6093,0.0026981,14.2784,0.00525289,10.7705,10.7252,10.8414,-13.9720,-38.6228,-11.6376,7.2032,5.7010,9.2013,0.6703,10.5350,10.5270,10.5430,-99.0000,-99.0000,-99.0000,3.5000,177.2000,\N,0,0,0,0
1733,3910,18.623302,0.010253,2,\N,AGN,22.166,53664.3,0,0,0,0.389345,2.8999999999999997e-05,0.387878,2.8999999999999997e-05,1.4446e-05,1.89e-06,5,0.5392,0.8034,0.148,53651.8,0.03,40.6913,0.3792,3.77e-06,115.2,55,-0.6542,0.1039,1.8069,0.3372,53649.6,0.07,40.0788,0.4239,3.81e-06,115.1,55,0.0000,-2.36860,63,0.0000,-4.52140,63,1.0000,-0.58340,51,21,0.0000,0.0000,1.0000,0.20614,0.0744311749814291,0.61900,0.0299999997423341,2.84700,0.493001008225197,53651.238,2.01990096878685,306.00,305.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-1.70110,63,0.0000,-2.48410,63,1.0000,-0.16560,51,70,0.0000,0.0000,1.0000,0.06937,0.016733200754145,0.62600,0.0360555128037173,2.99900,0.117004275135344,53649.781,1.24979999849561,304.00,305.00,1237663784205549860,18.6233425140,0.0102047641,0.27656,0.19315,0.324656,0.066592,0.292559,0.118475,22.3649,0.524693,20.2392,0.0371925,18.8119,0.0168954,18.1215,0.0130903,17.6182,0.0320816,11.8796,11.7014,12.0307,-11.1319,-16.0338,-10.5864,6.9852,6.0097,8.4747,1.5256,11.5570,11.3670,11.7640,-99.0000,-99.0000,-99.0000,6.0000,46.5200,\N,0,0,0,0
1734,3911,18.913214,0.10320399999999999,6,\N,Variable,20.485,53700.3,2,0,0,0.044186,1.3000000000000001e-05,0.043086,1.3000000000000001e-05,2.6891e-05,1.23e-05,-2.3207,1.1672,0.9934,1.8786,53694.8,0.1,38.097,5.4465,1.16e-08,67.7,15,1.5689,0.2777,0.3408,0.6245,53692.8,0.01,38.675,0.3304,2.15e-22,168.4,27,0.0000,-43.72580,60,0.0001,-41.71900,62,0.9999,-38.48020,55,3,0.0000,0.0000,1.0000,0.03378,0.00447213589851175,0.70500,0.107981481325957,3.00000,0,53696.738,0.770064928921446,304.00,305.00,2.5905e-05,6.76e-06,-2.7996,1.0827,0.988,1.5793,53694.6,0.28,0.024,0.0047,4.39e-10,67.1,11,0.0260,-39.22110,44,0.0002,-41.62530,62,0.9739,-38.74470,62,-1,-1.0000,-1.0000,-1.0000,0.63383,0.0425440953038729,0.60400,0.0161245155185452,0.25500,0.153003267635096,53700.852,0.940212743658508,304.00,302.00,1237663784205680668,18.9133358002,0.1030545533,0.60749,0.29304,0.073454,0.029127,0.0581742,0.0172698,18.4836,0.0293647,16.687,0.00439709,15.9107,0.00364794,15.5096,0.00335555,15.2751,0.00703699,10.5025,10.4450,10.5715,-15.6970,-47.2479,-12.0658,8.6870,6.0870,11.1870,0.6639,10.1600,10.1420,10.5850,-99.0000,-99.0000,-99.0000,3.5000,462.3000,\N,0,0,0,0
1771,3983,7.275879,-0.25655700000000004,8,\N,zSNIa,21.534000000000002,53655.3,6,0,0,0.308008,1.4999999999999999e-05,0.306494,1.4999999999999999e-05,5.161e-05,5.28e-06,1.6379,0.8106,-0.0315,0.0673,53652.5,0.77,41.093,0.2713,0.92,36.7,50,-0.3466,0.1303,0.1224,0.1762,53650.7,0.82,41.1793,0.2207,0.959,34.9,51,1.0000,-0.00130,63,0.0000,-0.26040,63,0.0000,-0.27330,63,\N,\N,\N,\N,0.28778,0.0399999994947575,0.76300,0.098994949953162,0.14400,0.296006752559765,53650.102,1.07981480290977,2.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9998,-0.00130,63,0.0001,-0.10620,63,0.0000,-0.13910,63,497,0.8511,0.0503,0.0986,0.28847,0.0376828871764844,0.76200,0.0979795920382175,0.13800,0.277001801424676,53650.070,1.06018864041734,304.00,301.00,1237663783663698673,7.2759261131,-0.2569668889,1.49908,1.28530,0.318179,0.124357,0.30815,0.0927504,22.0144,0.254515,21.3751,0.0727768,20.495,0.0518362,20.4864,0.0716795,20.7869,0.336901,9.8798,9.7991,9.9884,-9.9885,-10.1188,-9.9206,2.3330,1.7918,3.5500,2.1207,9.5980,9.5120,9.7990,0.4730,0.3230,0.8160,0.7000,4.3100,\N,1,0,0,0
1772,3987,13.801510999999998,-0.371571,3,\N,Unknown,22.06,53640.3,1,0,0,0.123949,1.4999999999999999e-05,0.122708,1.4999999999999999e-05,1.3479e-05,2.84e-06,1.9502,1.1362,0.8421,0.15,53633.6,1.4,40.0514,0.3603,0.99,24.4,43,-0.4496,0.1639,2.3057,0.3429,53631.4,1.09,39.5354,0.3466,0.814,42.8,52,0.0507,-0.00610,59,0.9155,-0.00040,43,0.0337,-0.00480,43,\N,\N,\N,\N,0.12793,0.0433589667331101,0.71400,0.0999999988824129,2.88700,0.496004036428386,53632.398,1.47003401775314,3.00,1.00,1.8556e-05,4.4e-06,1.6625,1.7048,0.5693,0.24,53634,2.31,0.1993,0.1062,0.927,20.4,31,0.0431,-0.00660,59,0.7113,-0.00040,43,0.2456,-0.00040,59,10,0.0000,0.0000,1.0000,0.09464,0.0279284801255531,0.72500,0.103004855372802,2.99900,0.327993900357931,53632.469,1.24016127483575,306.00,301.00,1237663783666581613,13.8031263351,-0.3729622960,7.73183,2.34807,0.085772,0.021147,0.101812,0.0221749,18.6405,0.0450651,17.031,0.00650537,16.2221,0.00503389,15.8285,0.00497983,15.5335,0.012054,11.3507,11.2537,11.4160,-10.4464,-11.0531,-10.2041,4.9177,3.6241,6.6488,0.2915,11.1650,10.9800,11.3860,0.2220,0.1120,1.0860,5.0000,194.0000,\N,0,0,0,1
1784,4019,1.261794,1.145411,11,\N,zSNIa,20.746,53656.3,11,0,0,0.181404,4.6e-05,0.17999,4.6e-05,9.3619e-05,4.1e-06,0.551,0.2964,0.1554,0.0357,53652.9,0.25,39.7029,0.1909,0.958,44.2,62,-0.2076,0.0917,0.6753,0.0921,53651.6,0.29,39.7151,0.1127,0.993,39,63,1.0000,-0.00130,63,0.0000,-5.45840,63,0.0000,-16.37160,63,\N,\N,\N,\N,0.17581,0.0170293862576419,0.99700,0.0509901952053339,0.79200,0.200997508508034,53651.969,0.360555120933857,3.00,1.00,9.387e-05,4.58e-06,0.4438,0.2995,0.1312,0.0577,53652.9,0.29,0.1948,0.0207,0.947,44.3,61,1.0000,-0.00130,63,0.0000,-2.63080,63,0.0000,-20.20900,63,1665,0.9952,0.0024,0.0024,0.18422,0.0170293862576419,0.99200,0.0489897960191087,0.78700,0.191989583941761,53652.070,0.340587722418381,306.00,301.00,1237657192516354264,1.2618914843,1.1464037895,3.56471,1.81912,0.195092,0.022769,0.185448,0.0344644,19.4535,0.0600388,18.3901,0.0100647,17.6003,0.00763142,17.1765,0.00773488,16.9256,0.0196403,11.0367,10.9737,11.1026,-10.4064,-10.7091,-10.2472,5.9921,4.1321,7.3638,0.8693,10.8510,10.7810,11.2390,0.9400,0.5550,1.3280,3.0000,34.9400,\N,1,0,0,0
1785,4020,3.7688330000000003,1.20825,7,\N,Variable,21.955,53628.3,1,0,0,0.655342,0.000233,0.653383,0.000233,1.922e-05,1.69e-06,-0.651,0.1199,-0.4688,0.0284,53640.3,0.03,43.0305,0.2318,0,424.9,76,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0002,-61.61800,62,0.0000,-81.24030,62,0.9998,-58.48150,62,\N,\N,\N,\N,0.29671,0.0184390888789776,0.60000,0,0.22600,0.133003756311441,53654.609,0.5495452539798,4.00,1.00,2.2075e-05,2.22e-06,-2.7794,0.2146,-0.7532,0.0264,53649.2,0.25,0.4565,0.0029,1.58e-28,284.1,67,0.0000,-27.93930,63,0.0000,-11.98300,51,1.0000,-0.71900,59,458,0.0000,0.0000,1.0000,0.21180,0.0246981778321414,0.60000,0.00547722550586848,-0.39400,0.186010754604417,53652.121,1.05023808958859,307.00,305.00,1237657192517468735,3.7688999176,1.2082318068,0.08498,0.10005,0.569691,0.130827,0.406586,0.264492,21.6368,0.227987,20.9488,0.0508086,20.3066,0.0438437,19.5992,0.0356174,19.3631,0.0992349,11.0659,10.9393,11.2191,-9.8333,-9.9962,-9.6693,1.4969,0.3866,2.7956,0.6154,11.0760,11.0060,11.5100,1.7220,1.6330,1.8910,1.6000,2.2200,\N,0,0,0,0
1789,4028,11.014022,1.242585,3,\N,zSNIa,21.936999999999998,53644.3,2,0,0,0.345246,8.1e-05,0.343723,8.1e-05,2.9389e-05,2.5e-06,0.1569,0.9189,-0.028,0.0661,53646.9,0.87,41.426,0.3082,0.986,44.9,68,-0.1618,0.2289,0.3286,0.22,53646.4,0.98,41.4644,0.2766,0.993,43.7,69,0.9472,-0.00040,63,0.0526,-0.00170,63,0.0002,-0.02640,63,\N,\N,\N,\N,0.31087,0.0443846831619957,1.15600,0.144982760356155,0.28700,0.31999999595806,53645.809,0.919782591559346,3.00,1.00,2.6132e-05,2.87e-06,-0.2818,1.172,0.1463,0.1587,53644.7,1.37,0.1921,0.0952,0.988,20.3,37,0.9502,-0.00040,63,0.0496,-0.00170,63,0.0002,-0.02500,63,1154,0.9835,0.0130,0.0035,0.31169,0.038078865287188,1.15800,0.144982760356155,0.35800,0.273001827840834,53645.809,0.930053767013899,306.00,301.00,1237678617422659708,11.0140256882,1.2425640821,0.11261,0.17057,\N,\N,\N,\N,25.6608,0.55117,22.6231,0.135738,21.2142,0.0592037,20.7562,0.0578578,20.6833,0.180712,10.4229,10.2836,10.5441,-20.1647,-37.5364,-12.8861,5.8508,3.4523,7.9520,1.7262,10.2270,9.8590,10.6020,-99.0000,-99.0000,0.1120,3.5000,13.0700,\N,1,0,0,0
1800,4046,-5.501686,0.6421060000000001,5,2005gw,SNIa,21.250999999999998,53644.3,8,1,0,0.277,0.005,0.275441,0.005,5.694e-05,2.75e-06,0.9184,0.5274,-0.0134,0.0402,53645.6,0.52,40.8046,0.2377,0.993,48.1,75,-0.2258,0.1137,0.2777,0.1224,53644.9,0.02,40.8309,0.1567,0.985,45.2,68,1.0000,0.00000,63,0.0000,-0.72350,63,0.0000,-1.88270,63,2436,0.9910,0.0021,0.0070,0.27414,0.026076809570453,1.00300,0.065038450770895,0.20400,0.196010201729972,53645.078,0.600000011920929,306.00,301.00,5.5852e-05,2.86e-06,0.9937,0.5628,-0.0167,0.0597,53645.5,0.66,0.2809,0.0272,0.854,33.4,43,1.0000,0.00000,63,0.0000,-0.54360,63,0.0000,-1.27160,63,1921,0.9839,0.0021,0.0141,0.26643,0.0272029408076036,1.00300,0.065038450770895,0.18300,0.204987805777242,53644.949,0.64031242095068,306.00,301.00,1237657191976534239,354.4982910156,0.6421952844,0.28006,0.51559,0.591854,0.234308,0.614553,0.243032,24.2548,0.968558,23.5137,0.341721,22.9952,0.304422,21.9363,0.186738,22.2889,0.682398,9.3593,9.0684,9.6715,-10.3805,-12.5608,-10.0909,4.8937,2.9921,6.9866,1.0343,9.6040,8.6190,9.8660,-0.4860,-99.0000,-0.0750,10.0000,4.1800,\N,1,0,0,0
1801,4048,5.915193,0.783434,4,\N,zSNIa,21.916999999999998,53663.3,6,0,1,0.434924,0.000154,0.433246,0.000154,2.7478e-05,2.19e-06,2.2459,0.7896,-0.2029,0.0508,53654.2,0.68,42.3889,0.2965,0.848,52.5,64,-0.5136,0.082,-0.1631,0.1729,53652.1,0.68,42.3866,0.2533,0.888,51.5,65,0.9994,-0.05950,63,0.0000,-1.00920,63,0.0006,-0.24720,63,\N,\N,\N,\N,0.20837,0.037282703635218,0.83300,0.0889943805575394,0.65100,0.338998521754465,53650.680,0.879772691683906,3.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9993,-0.00090,63,0.0007,-0.01640,63,0.0000,-0.16300,63,876,0.9555,0.0194,0.0251,0.23745,0.0586515122055217,0.84200,0.086023252683418,0.64600,0.456004383000215,53650.941,0.870057486081849,306.00,301.00,1237663204916789560,5.9148974419,0.7828794122,2.24402,1.89918,0.414027,0.056571,0.367008,0.106054,22.6174,0.512845,21.9197,0.131646,20.571,0.0598936,20.2138,0.0712518,19.8588,0.181988,10.7250,10.5540,10.8771,-10.0406,-10.3375,-9.8699,2.4658,1.3027,4.4990,0.0509,10.1800,10.0980,10.7700,0.4010,-0.2630,0.7010,1.2000,2.8400,\N,1,0,0,0
1817,4069,0.704282,0.7514930000000001,5,\N,Variable,20.799,53699.3,17,0,0,0.086754,3.4e-05,0.085451,3.4e-05,3.6875e-05,1.24e-06,5,0.0474,1,0.0067,53654.6,0.07,39.1044,0.1804,0,409.6,56,-1,0.3,2.5176,0.0873,53646.1,0.39,38.4804,0.0832,0,593.8,81,0.0000,-72.30190,63,0.0000,-62.83270,63,1.0000,-27.75200,63,10,0.0000,0.0000,1.0000,0.05709,0.00447213589851175,0.60300,0.00707106772255038,3.00000,0,53659.988,0.919782591559346,303.00,302.00,3.7031e-05,1.66e-06,5,0.061,1,0.017,53655.1,0.17,0.1301,0.0081,0,336.9,40,0.0000,-53.41570,62,0.0000,-92.02690,63,1.0000,-19.37680,63,-1,-1.0000,-1.0000,-1.0000,0.67942,0.0130384047852265,0.60000,0,-0.18600,0.0449444102692885,53679.602,1.37985508074907,306.00,305.00,1237657191979286606,0.7044530511,0.7513421774,1.44742,0.58411,0.147733,0.041167,0.152568,0.0761065,19.1069,0.0572953,16.9847,0.00568869,15.9774,0.00391716,15.3933,0.00368609,15.0953,0.00707132,11.5087,11.4378,11.5638,-16.0961,-44.9005,-12.6997,7.6480,6.1465,9.6467,2.5293,11.1720,10.9530,11.3790,-99.0000,-99.0000,-99.0000,7.0000,1501.0000,\N,0,0,0,0
